0.10;0.785398;0.73;7
0.10;0.392699;0.74;2
0.10;0.196350;0.74;2
0.10;0.098175;0.74;1
0.10;0.049087;0.79;0
0.10;0.024544;0.76;0
0.10;0.012272;0.75;0
0.10;0.006136;0.75;0
0.10;0.003068;0.74;0
0.10;0.001534;0.74;0
0.10;0.000767;0.74;0
0.10;0.000383;0.74;0
0.10;0.000192;0.74;0
0.10;0.000096;0.74;0
0.010;0.785398;0.739;3
0.010;0.392699;0.739;3
0.010;0.196350;0.739;2
0.010;0.098175;0.739;2
0.010;0.049087;0.739;2
0.010;0.024544;0.739;2
0.010;0.012272;0.739;2
0.010;0.006136;0.739;1
0.010;0.003068;0.742;0
0.010;0.001534;0.741;0
0.010;0.000767;0.740;0
0.010;0.000383;0.739;0
0.010;0.000192;0.739;0
0.010;0.000096;0.739;0
0.0010;0.785398;0.7391;4
0.0010;0.392699;0.7391;3
0.0010;0.196350;0.7391;3
0.0010;0.098175;0.7391;3
0.0010;0.049087;0.7391;2
0.0010;0.024544;0.7391;2
0.0010;0.012272;0.7391;2
0.0010;0.006136;0.7391;2
0.0010;0.003068;0.7391;2
0.0010;0.001534;0.7391;2
0.0010;0.000767;0.7391;1
0.0010;0.000383;0.7395;0
0.0010;0.000192;0.7393;0
0.0010;0.000096;0.7392;0
0.00010;0.785398;0.73908;4
0.00010;0.392699;0.73908;4
0.00010;0.196350;0.73908;3
0.00010;0.098175;0.73908;3
0.00010;0.049087;0.73908;3
0.00010;0.024544;0.73908;2
0.00010;0.012272;0.73908;2
0.00010;0.006136;0.73908;2
0.00010;0.003068;0.73908;2
0.00010;0.001534;0.73908;2
0.00010;0.000767;0.73908;2
0.00010;0.000383;0.73908;2
0.00010;0.000192;0.73908;1
0.00010;0.000096;0.73908;1
0.000010;0.785398;0.739085;4
0.000010;0.392699;0.739085;4
0.000010;0.196350;0.739085;3
0.000010;0.098175;0.739085;3
0.000010;0.049087;0.739085;3
0.000010;0.024544;0.739084;3
0.000010;0.012272;0.739085;2
0.000010;0.006136;0.739085;2
0.000010;0.003068;0.739085;2
0.000010;0.001534;0.739084;2
0.000010;0.000767;0.739085;2
0.000010;0.000383;0.739085;2
0.000010;0.000192;0.739085;1
0.000010;0.000096;0.739085;2
0.0000010;0.785398;0.7390845;4
0.0000010;0.392699;0.7390845;4
0.0000010;0.196350;0.7390845;3
0.0000010;0.098175;0.7390845;3
0.0000010;0.049087;0.7390845;3
0.0000010;0.024544;0.7390845;3
0.0000010;0.012272;0.7390845;2
0.0000010;0.006136;0.7390845;2
0.0000010;0.003068;0.7390845;2
0.0000010;0.001534;0.7390845;2
0.0000010;0.000767;0.7390845;2
0.0000010;0.000383;0.7390845;2
0.0000010;0.000192;0.7390845;1
0.0000010;0.000096;0.7390845;2
